token_str,A,B,N,x
adjoins,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
adjunct,0.0,0.0,1.5212356896090981e-06,0.0
adjusted,0.0,2.500844034861766e-06,1.5212356896090981e-06,-2.500844034861766e-06
adjustment,0.0,0.0,5.070785632030328e-07,0.0
adjusts,0.0,0.0,5.070785632030328e-07,0.0
administered,0.0,0.0,5.070785632030328e-07,0.0
admirable,1.1134493547560989e-05,1.750590824403236e-05,1.8254828275309177e-05,-6.371414696471372e-06
admirably,6.362567741463422e-06,5.001688069723532e-06,1.2676964080075819e-05,1.3608796717398905e-06
admiral,1.5906419353658556e-06,0.0,1.0141571264060656e-06,1.5906419353658556e-06
admiration,0.0,0.0,1.0141571264060656e-06,0.0
admire,1.1134493547560989e-05,2.500844034861766e-06,4.056628505624262e-06,8.633649512699223e-06
admired,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
admirers,1.5906419353658556e-06,2.500844034861766e-06,2.028314252812131e-06,-9.102020994959103e-07
admission,0.0,0.0,1.0141571264060656e-06,0.0
admit,0.0,2.500844034861766e-06,5.070785632030328e-07,-2.500844034861766e-06
admits,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
admittance,0.0,0.0,5.070785632030328e-07,0.0
admitted,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
admittedly,1.5906419353658556e-06,2.500844034861766e-06,4.056628505624262e-06,-9.102020994959103e-07
admitting,0.0,0.0,5.070785632030328e-07,0.0
admixture,0.0,5.001688069723532e-06,5.070785632030328e-07,-5.001688069723532e-06
adnzia,0.0,0.0,5.070785632030328e-07,0.0
ado,0.0,2.500844034861766e-06,1.0141571264060656e-06,-2.500844034861766e-06
adobe,0.0,0.0,5.070785632030328e-07,0.0
adolescence,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
adolescent,0.0,0.0,1.0141571264060656e-06,0.0
adolph,0.0,0.0,5.070785632030328e-07,0.0
adopted,1.5906419353658556e-06,2.500844034861766e-06,1.0141571264060656e-06,-9.102020994959103e-07
adopting,0.0,0.0,1.0141571264060656e-06,0.0
adopts,1.5906419353658556e-06,0.0,1.0141571264060656e-06,1.5906419353658556e-06
adorably,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
adore,1.5906419353658556e-06,0.0,1.5212356896090981e-06,1.5906419353658556e-06
adored,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
adoring,0.0,0.0,5.070785632030328e-07,0.0
adorn,1.2725135482926845e-05,5.001688069723532e-06,7.606178448045491e-06,7.723447413203312e-06
adorned,2.2268987095121977e-05,2.500844034861766e-06,1.7747749712106145e-05,1.976814306026021e-05
adorning,0.0,0.0,1.0141571264060656e-06,0.0
adornments,0.0,0.0,5.070785632030328e-07,0.0
adorns,1.5906419353658556e-06,0.0,2.5353928160151637e-06,1.5906419353658556e-06
adour,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
adquate,0.0,2.500844034861766e-06,1.0141571264060656e-06,-2.500844034861766e-06
adriana,3.181283870731711e-06,0.0,0.0,3.181283870731711e-06
adrianna,4.771925806097567e-06,0.0,5.070785632030328e-07,4.771925806097567e-06
adriano,0.0,0.0,1.0141571264060656e-06,0.0
adriatic,1.5906419353658556e-06,1.0003376139447064e-05,2.028314252812131e-06,-8.412734204081208e-06
adrienne,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
adroitly,0.0,0.0,1.0141571264060656e-06,0.0
adult,1.5906419353658556e-06,0.0,1.0141571264060656e-06,1.5906419353658556e-06
adults,3.181283870731711e-06,0.0,0.0,3.181283870731711e-06
advance,6.362567741463422e-06,7.502532104585297e-06,4.563707068827294e-06,-1.139964363121875e-06
advanced,1.1134493547560989e-05,5.001688069723532e-06,1.1662806953669753e-05,6.132805477837457e-06
advancement,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
advances,1.5906419353658556e-06,2.500844034861766e-06,2.028314252812131e-06,-9.102020994959103e-07
advantage,7.953209676829278e-06,1.250422017430883e-05,1.3184042643278851e-05,-4.5510104974795515e-06
advantagepartner,0.0,0.0,5.070785632030328e-07,0.0
adventure,3.181283870731711e-06,2.500844034861766e-06,4.056628505624262e-06,6.804398358699452e-07
adventurer,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
adventurers,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
adventures,0.0,0.0,5.070785632030328e-07,0.0
adventurous,1.5906419353658556e-06,0.0,8.113257011248524e-06,1.5906419353658556e-06
advertised,3.181283870731711e-06,5.001688069723532e-06,3.0424713792181962e-06,-1.8204041989918207e-06
advertisement,3.181283870731711e-06,0.0,0.0,3.181283870731711e-06
advertises,0.0,5.001688069723532e-06,5.070785632030328e-07,-5.001688069723532e-06
advertising,1.5906419353658556e-06,2.500844034861766e-06,5.070785632030328e-07,-9.102020994959103e-07
advice,3.181283870731711e-06,0.0,1.0141571264060656e-06,3.181283870731711e-06
advicenot,0.0,0.0,5.070785632030328e-07,0.0
advisable,1.5906419353658556e-06,0.0,2.028314252812131e-06,1.5906419353658556e-06
advised,0.0,0.0,1.0141571264060656e-06,0.0
advocacy,0.0,0.0,5.070785632030328e-07,0.0
advocate,0.0,0.0,1.0141571264060656e-06,0.0
aegean,0.0,0.0,5.070785632030328e-07,0.0
aegerter,0.0,5.001688069723532e-06,4.056628505624262e-06,-5.001688069723532e-06
aeolia,0.0,0.0,5.070785632030328e-07,0.0
aerate,1.5906419353658556e-06,2.500844034861766e-06,3.0424713792181962e-06,-9.102020994959103e-07
aerated,0.0,0.0,1.0141571264060656e-06,0.0
aerates,0.0,0.0,1.0141571264060656e-06,0.0
aerating,3.181283870731711e-06,0.0,3.0424713792181962e-06,3.181283870731711e-06
aeration,2.7040912901219546e-05,3.001012841834119e-05,5.0707856320303275e-05,-2.969215517121644e-06
aerationand,0.0,0.0,5.070785632030328e-07,0.0
aerator,0.0,0.0,5.070785632030328e-07,0.0
aerial,0.0,0.0,1.0141571264060656e-06,0.0
aeroplanes,0.0,0.0,5.070785632030328e-07,0.0
aerosmith,0.0,0.0,5.070785632030328e-07,0.0
aerospace,0.0,0.0,5.070785632030328e-07,0.0
aesthetic,0.0,0.0,5.070785632030328e-07,0.0
aesthetically,0.0,0.0,5.070785632030328e-07,0.0
aesthetics,0.0,0.0,5.070785632030328e-07,0.0
aeul,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
af,0.0,0.0,5.070785632030328e-07,0.0
afar,0.0,2.500844034861766e-06,5.070785632030328e-07,-2.500844034861766e-06
afertaste,0.0,0.0,5.070785632030328e-07,0.0
affable,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
affair,3.181283870731711e-06,5.001688069723532e-06,1.5212356896090981e-06,-1.8204041989918207e-06
affect,0.0,0.0,2.028314252812131e-06,0.0
affectation,0.0,0.0,5.070785632030328e-07,0.0
affected,0.0,1.250422017430883e-05,2.5353928160151637e-06,-1.250422017430883e-05
affecting,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
affection,0.0,0.0,5.070785632030328e-07,0.0
affects,1.5906419353658556e-06,2.500844034861766e-06,1.0141571264060656e-06,-9.102020994959103e-07
afficionadoes,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
afficionados,3.181283870731711e-06,0.0,0.0,3.181283870731711e-06
affile,0.0,0.0,5.070785632030328e-07,0.0
affiliated,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
affinity,7.953209676829278e-06,2.500844034861766e-06,1.5212356896090981e-06,5.452365641967512e-06
affirm,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
affirms,0.0,0.0,5.070785632030328e-07,0.0
affix,0.0,0.0,5.070785632030328e-07,0.0
affixed,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
afflicted,0.0,0.0,1.0141571264060656e-06,0.0
afforable,0.0,0.0,1.0141571264060656e-06,0.0
afford,0.0,2.500844034861766e-06,1.5212356896090981e-06,-2.500844034861766e-06
affordability,0.0,0.0,1.5212356896090981e-06,0.0
affordable,3.4994122578048823e-05,0.00013504557788253537,0.00010547234114623081,-0.00010005145530448654
affordably,1.5906419353658556e-06,1.250422017430883e-05,8.620335574451557e-06,-1.0913578238942973e-05
affording,1.5906419353658556e-06,5.001688069723532e-06,1.0141571264060656e-06,-3.4110461343576765e-06
affords,4.771925806097567e-06,2.500844034861766e-06,1.0141571264060656e-06,2.271081771235801e-06
affront,0.0,0.0,5.070785632030328e-07,0.0
aficianados,0.0,0.0,1.0141571264060656e-06,0.0
aficionados,9.543851612195134e-06,5.001688069723532e-06,1.5212356896090981e-06,4.542163542471602e-06
afield,0.0,0.0,5.070785632030328e-07,0.0
afloat,3.181283870731711e-06,3.001012841834119e-05,2.5353928160151637e-06,-2.6828844547609477e-05
aflutter,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
afoot,0.0,0.0,1.0141571264060656e-06,0.0
aforementioned,0.0,7.502532104585297e-06,4.056628505624262e-06,-7.502532104585297e-06
afoul,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
afraid,1.5906419353658556e-06,0.0,6.0849427584363925e-06,1.5906419353658556e-06
afresh,0.0,0.0,5.070785632030328e-07,0.0
africa,1.4315777418292701e-05,1.0003376139447064e-05,9.127414137654589e-06,4.312401278845637e-06
african,2.8631554836585402e-05,2.500844034861766e-06,1.2169885516872785e-05,2.6130710801723635e-05
africans,0.0,0.0,5.070785632030328e-07,0.0
afrikaans,0.0,0.0,5.070785632030328e-07,0.0
afteratste,0.0,0.0,5.070785632030328e-07,0.0
afterburn,0.0,0.0,5.070785632030328e-07,0.0
afterburners,1.5906419353658556e-06,0.0,1.5212356896090981e-06,1.5906419353658556e-06
afterdinner,1.5906419353658556e-06,1.0003376139447064e-05,5.57786419523336e-06,-8.412734204081208e-06
afterflavors,0.0,2.500844034861766e-06,5.070785632030328e-07,-2.500844034861766e-06
afterglow,3.181283870731711e-06,0.0,0.0,3.181283870731711e-06
aftermath,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
afternoon,1.5906419353658556e-06,4.751603666237355e-05,1.5212356896090981e-05,-4.59253947270077e-05
afternoons,0.0,5.001688069723532e-06,2.5353928160151637e-06,-5.001688069723532e-06
afternoonwithfriends,0.0,0.0,5.070785632030328e-07,0.0
afternote,0.0,5.001688069723532e-06,1.0141571264060656e-06,-5.001688069723532e-06
afternotes,3.181283870731711e-06,5.001688069723532e-06,2.028314252812131e-06,-1.8204041989918207e-06
afterntaste,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
aftershock,0.0,0.0,1.0141571264060656e-06,0.0
aftershocks,3.181283870731711e-06,5.001688069723532e-06,1.5212356896090981e-06,-1.8204041989918207e-06
aftertaste,0.00047560193867439085,0.0014830005126730272,0.0009837324126138836,-0.0010073985739986364
aftertastea,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
aftertastejuicy,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
aftertastes,1.5906419353658556e-06,0.0,1.0141571264060656e-06,1.5906419353658556e-06
afterthought,9.543851612195134e-06,1.250422017430883e-05,3.5495499424212292e-06,-2.9603685621136953e-06
afterthoughts,0.0,0.0,1.0141571264060656e-06,0.0
aftertones,0.0,5.001688069723532e-06,0.0,-5.001688069723532e-06
afterward,1.2725135482926845e-05,2.500844034861766e-06,2.5353928160151637e-06,1.022429144806508e-05
afterwards,1.5906419353658556e-06,0.0,1.5212356896090981e-06,1.5906419353658556e-06
againin,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
againstallodds,0.0,0.0,5.070785632030328e-07,0.0
agassac,0.0,0.0,1.5212356896090981e-06,0.0
agate,0.0,0.0,5.070785632030328e-07,0.0
agave,0.0,2.500844034861766e-06,1.0141571264060656e-06,-2.500844034861766e-06
age,0.003359435767492687,0.0006702262013429533,0.0016150452238016593,0.0026892095661497336
ageabiity,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
ageability,0.00010816365160487818,2.7509284383479426e-05,5.5778641952333604e-05,8.065436722139876e-05
ageabilty,0.0,0.0,1.0141571264060656e-06,0.0
ageable,7.794145483292693e-05,2.0006752278894127e-05,3.498842086100926e-05,5.7934702554032804e-05
agealthough,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
ageand,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
agebrush,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
agebut,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
aged,0.0008207712386487815,0.00036512322908981783,0.0007961133442287614,0.00045564800955896366
agedgive,0.0,0.0,5.070785632030328e-07,0.0
agedoffers,0.0,0.0,5.070785632030328e-07,0.0
agedwood,0.0,0.0,5.070785632030328e-07,0.0
agefairly,0.0,0.0,5.070785632030328e-07,0.0
agefive,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
agegive,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
ageing,1.4315777418292701e-05,2.500844034861766e-06,5.070785632030327e-06,1.1814933383430935e-05
agemore,0.0,0.0,5.070785632030328e-07,0.0
agen,0.0,0.0,5.070785632030328e-07,0.0
agenda,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
agent,0.0,2.500844034861766e-06,1.5212356896090981e-06,-2.500844034861766e-06
agentturnedwinemaker,0.0,0.0,5.070785632030328e-07,0.0
ageor,0.0,0.0,5.070785632030328e-07,0.0
agepolishing,0.0,0.0,5.070785632030328e-07,0.0
ageput,0.0,0.0,1.0141571264060656e-06,0.0
ager,7.15788870914635e-05,6.002025683668238e-05,0.00010952896965185506,1.1558630254781124e-05
agerdrink,0.0,0.0,5.070785632030328e-07,0.0
ages,0.00011929814515243918,2.500844034861766e-05,5.2736170573115404e-05,9.428970480382151e-05
agesdrink,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
agethe,0.0,0.0,5.070785632030328e-07,0.0
ageworthiness,1.1134493547560989e-05,0.0,9.634492700857623e-06,1.1134493547560989e-05
ageworthy,0.00035153186771585406,7.502532104585297e-06,7.048392028522155e-05,0.0003440293356112688
ageworthyfor,0.0,0.0,5.070785632030328e-07,0.0
aggression,3.181283870731711e-06,5.001688069723532e-06,2.5353928160151637e-06,-1.8204041989918207e-06
aggressive,5.885375160853666e-05,0.00027509284383479425,0.00012271301229513392,-0.0002162390922262576
aggressively,6.362567741463422e-06,3.7512660522926484e-05,1.4198199769684917e-05,-3.115009278146306e-05
aggressiveness,3.181283870731711e-06,5.001688069723532e-06,5.070785632030328e-07,-1.8204041989918207e-06
agile,1.2725135482926845e-05,1.5005064209170595e-05,1.673359258570008e-05,-2.27992872624375e-06
agility,0.0,1.0003376139447064e-05,1.5212356896090981e-06,-1.0003376139447064e-05
aging,0.002699319364315857,0.0008302802195741063,0.0016170735380544713,0.0018690391447417506
agingall,0.0,0.0,5.070785632030328e-07,0.0
agingallow,0.0,0.0,5.070785632030328e-07,0.0
agingdrink,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
agingfive,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
agingfour,0.0,0.0,5.070785632030328e-07,0.0
aginggive,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
agingmaybe,0.0,0.0,1.5212356896090981e-06,0.0
agingor,0.0,0.0,5.070785632030328e-07,0.0
agingripe,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
agingthe,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
agingup,0.0,0.0,5.070785632030328e-07,0.0
agiorgitiko,0.0,1.750590824403236e-05,5.070785632030327e-06,-1.750590824403236e-05
agiorgitkio,0.0,0.0,5.070785632030328e-07,0.0
agiorgitko,0.0,0.0,1.0141571264060656e-06,0.0
agliancio,0.0,0.0,5.070785632030328e-07,0.0
aglianico,3.0222196771951255e-05,2.7509284383479426e-05,6.693437034280032e-05,2.712912388471829e-06
aglianicobased,0.0,2.500844034861766e-06,1.0141571264060656e-06,-2.500844034861766e-06
aglianicomontepulciano,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
aglianicothat,0.0,0.0,5.070785632030328e-07,0.0
agng,0.0,0.0,5.070785632030328e-07,0.0
ago,5.885375160853666e-05,4.251434859265002e-05,3.194594948179106e-05,1.633940301588664e-05
agopian,0.0,0.0,5.070785632030328e-07,0.0
agostina,0.0,0.0,1.0141571264060656e-06,0.0
agostino,0.0,0.0,5.070785632030328e-07,0.0
agoston,0.0,0.0,5.070785632030328e-07,0.0
agrapart,3.181283870731711e-06,0.0,5.070785632030328e-07,3.181283870731711e-06
agree,0.0,0.0,5.070785632030328e-07,0.0
agreeability,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
agreeable,1.5906419353658556e-06,1.5005064209170595e-05,8.620335574451557e-06,-1.3414422273804739e-05
agreeably,0.0,0.0,5.070785632030328e-07,0.0
agrees,0.0,0.0,5.070785632030328e-07,0.0
agrelo,0.0,0.0,5.070785632030328e-07,0.0
agressively,0.0,0.0,5.070785632030328e-07,0.0
agricoltori,0.0,0.0,5.070785632030328e-07,0.0
agricultural,0.0,0.0,1.0141571264060656e-06,0.0
agriculture,0.0,0.0,1.5212356896090981e-06,0.0
agrigento,0.0,0.0,5.070785632030328e-07,0.0
agrinatura,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
agro,0.0,0.0,1.0141571264060656e-06,0.0
agrocertcertified,0.0,0.0,1.0141571264060656e-06,0.0
agua,0.0,2.500844034861766e-06,1.0141571264060656e-06,-2.500844034861766e-06
agueira,3.181283870731711e-06,0.0,5.070785632030328e-07,3.181283870731711e-06
aguia,0.0,0.0,5.070785632030328e-07,0.0
aguieira,4.771925806097567e-06,0.0,0.0,4.771925806097567e-06
agustin,3.181283870731711e-06,0.0,0.0,3.181283870731711e-06
ah,6.362567741463422e-06,0.0,5.070785632030328e-07,6.362567741463422e-06
ahead,0.00014633905805365872,1.5005064209170595e-05,5.172201344670934e-05,0.00013133399384448812
aheadbut,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
ahi,1.1134493547560989e-05,0.0,7.0990998848424585e-06,1.1134493547560989e-05
ahn,0.0,0.0,5.070785632030328e-07,0.0
ahoy,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
ai,0.0,0.0,2.028314252812131e-06,0.0
aia,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
aid,0.0,1.5005064209170595e-05,7.0990998848424585e-06,-1.5005064209170595e-05
aided,1.1134493547560989e-05,1.0003376139447064e-05,9.127414137654589e-06,1.1311174081139248e-06
aidil,0.0,5.001688069723532e-06,0.0,-5.001688069723532e-06
aiding,0.0,0.0,5.070785632030328e-07,0.0
aids,0.0,2.500844034861766e-06,2.028314252812131e-06,-2.500844034861766e-06
aiken,4.771925806097567e-06,0.0,0.0,4.771925806097567e-06
aim,6.362567741463422e-06,5.001688069723532e-06,3.0424713792181962e-06,1.3608796717398905e-06
aimed,1.5906419353658556e-06,7.502532104585297e-06,4.563707068827294e-06,-5.911890169219442e-06
aimforthetop,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
aiming,4.771925806097567e-06,5.001688069723532e-06,2.028314252812131e-06,-2.2976226362596488e-07
aimless,0.0,2.500844034861766e-06,5.070785632030328e-07,-2.500844034861766e-06
aimlessly,0.0,5.001688069723532e-06,0.0,-5.001688069723532e-06
aims,1.2725135482926845e-05,1.0003376139447064e-05,1.4705278332887949e-05,2.721759343479781e-06
aiolo,0.0,0.0,1.0141571264060656e-06,0.0
air,0.00010816365160487818,0.00015755317419629124,0.00010445818401982475,-4.938952259141305e-05
airborne,0.0,0.0,5.070785632030328e-07,0.0
airbut,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
airdried,1.1134493547560989e-05,2.500844034861766e-06,9.634492700857623e-06,8.633649512699223e-06
airdrying,0.0,0.0,2.5353928160151637e-06,0.0
aired,0.0,0.0,1.0141571264060656e-06,0.0
airen,0.0,2.500844034861766e-06,2.028314252812131e-06,-2.500844034861766e-06
aires,0.0,0.0,1.0141571264060656e-06,0.0
airfield,0.0,5.001688069723532e-06,1.5212356896090981e-06,-5.001688069723532e-06
airfreshener,0.0,0.0,5.070785632030328e-07,0.0
airiness,3.181283870731711e-06,0.0,5.070785632030328e-07,3.181283870731711e-06
airing,4.29473322548781e-05,0.00023257849524214422,0.0001298121121799764,-0.00018963116298726613
airingdecanting,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
airn,0.0,5.001688069723532e-06,1.0141571264060656e-06,-5.001688069723532e-06
airplanemostly,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
airs,1.7497061289024412e-05,3.501181648806472e-05,1.4198199769684917e-05,-1.751475519904031e-05
airso,0.0,0.0,5.070785632030328e-07,0.0
airtight,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
airtime,1.5906419353658556e-06,0.0,5.070785632030328e-07,1.5906419353658556e-06
airy,5.090054193170738e-05,5.001688069723532e-05,3.701673511382139e-05,8.836612344720619e-07
airysurprising,0.0,0.0,5.070785632030328e-07,0.0
aisle,1.5906419353658556e-06,0.0,0.0,1.5906419353658556e-06
aisles,0.0,0.0,5.070785632030328e-07,0.0
aix,0.0,0.0,1.0141571264060656e-06,0.0
aixenprovence,6.362567741463422e-06,0.0,6.0849427584363925e-06,6.362567741463422e-06
aka,3.181283870731711e-06,1.0003376139447064e-05,1.115572839046672e-05,-6.822092268715353e-06
akin,2.7040912901219546e-05,8.002700911557651e-05,3.194594948179106e-05,-5.298609621435697e-05
akiyoshi,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
al,9.543851612195134e-06,7.502532104585297e-06,4.563707068827294e-06,2.0413195076098366e-06
alabaster,3.181283870731711e-06,0.0,0.0,3.181283870731711e-06
alabastro,0.0,2.500844034861766e-06,0.0,-2.500844034861766e-06
